image_id,dim0,dim1
831f068a9f85c88b9b184db910f1fe07,2836,2336
2c7fbcdc37fba555a38a39db3d9e41a5,2430,1994
204dbd2fde63892a681b1fa75f4b4b5f,2430,1994
4b42a7a78df25c7d924cb6ea3ecf7aaa,2928,2820
b449953750213bffd341b4ddede8a12a,2341,2206
0a50d4ee79163edbf6f2d5c3082c2f51,3072,2540
68c396ded603aae07cb3027b1d2e8a90,2878,2580
c35bdb33fed2ba6646c4c5f89ed4ef84,2430,1994
717e2ea8788a36b09fc618d55099f24f,3072,2540
9b27b45920317438ac2f866166a3e9f2,2500,2048
d506fed453f363d5e5efd4c45b9c1be5,2822,2659
dd28f83e65d772d72ad49d0db5e18456,2430,1994
78aa8415fbf1c792f7d7c53349d44d4f,3000,3000
f55460fccf2d3c591f57f9c0de2c37c2,2430,1994
8bc430856b9859b6151b500882ba58af,2430,1994
e6883a6ffa058ed027ac1626175b5aff,2880,2304
1a7d3bcc0461a5ca3a768bc1869c4ce2,3072,3072
e9771a988faecbc73b48411a430bacae,2552,2479
a29792eee5ee65480c4537ce1fcfee24,2128,2241
c74cf15c3542d4dfc0dce06102279914,2836,2336
a5942f0097bbd1fc8a2ca92c88a37319,2958,2912
792e18fc92978e6ac54589455bddf6d9,2500,2048
e79af15e54bfd1fa3e32c5f4e9af50f1,2930,2504
8f4c737a0dbc8fc4be1e1def59ef4fa9,3256,2680
7962a93b582c5bc277d892f31dfc5dae,3380,2765
1250c704cc9307bf84b43f1aca4d997b,2328,1920
d8284119d2a86d1f3db93bb6c32272fc,2850,2642
56a6d57292da3fb9cd59b65a7a01009a,3000,2948
12458e19391e96d4920de1e9eec373b0,2975,2482
abb91bdaa9d02f50bde1eaa88e13afab,3072,2540
57986acaa315af9d51fe809704856768,2700,2270
ba46dcb445340df33566b52d7192ab6e,2880,2304
ede72bdbae3f743b8febe5433c49d126,2500,2048
59087204d2f93c8d2613e6e2fe672c9b,2430,1994
c2032a4d41d0adb096647414db1b2ce1,2247,2176
2fdd72337c9a875cf679564355b4bef2,2947,2823
af59884b605949249d45847b50197795,2836,2336
e2de831b92a2dc7237d2b1885ee4bb9c,2424,1992
30c34393c4ba548104b8a65aa2fd76bb,3072,3072
1ad9acab15f15722dada12e90242178c,2500,2048
a93d6d3861a432fd2d85d8b41448daf4,3196,2678
015e332b702e4829710941ab7265bd1d,2088,2008
6169e19b2bfca436fde837b676bdcbac,2880,2304
0de6a6b3d7689c2f261f2fc385d3b667,2565,2424
6e469682b53c4c558e23632c4c7e4fe5,1976,1984
db169d0be36123bd55b866d6aa73983b,2880,2304
2b4d362bb4e5eb4c37b13b9eaa1ca079,3008,2600
ac9d59d07dbe13164b9965b59eb7bcb0,3072,3072
44de27e069e67abbe5af1df3be5bf8d2,2836,2336
6ebf12c97a3f69fae8a169416f33d768,3072,2540
a5157bc3c5dfce27ae3f813f8e75df74,3170,2642
94d4d89bf304901bf0cb6bb93b477405,2846,2399
742669c2df8236b4f543fca44c166ad7,2430,1994
b32be6d8ab56142df1efda45ee909628,2500,2048
c26185210303f6c638a4ac60e635df21,2500,2048
6c558f18039960a5fe500dd93c2ba6b9,2708,2236
afe9c9c0bcc2c72f4fab87d9bc63cc8e,2880,2304
28896771fc2f06e7fe9444b125644731,2500,2048
6ed469a35361b49e04971347281bc312,2880,2304
09e8730a4d9f18fc366bb049bb5b493a,2500,2048
36db6b73eba7e697b761515a8e1e7455,2430,1994
a17d16f7dab3766d399874f36dbca552,2430,1994
34b63ee871b59cc84249bc3c3ec8a4bf,3072,3072
e3c632b4a9603af5c3d4fe0a02c87290,3000,3000
21ad5dc8b515606f3bd9ba9dde4dc5d9,2517,2280
3fe37d132711f84805405defb3673681,1936,2040
f464e0ea2814ed7954f97ef1fde06e58,3044,2767
dea14aee7ebd5d25d36ac440bad3e62d,3000,3000
77fc5f5e64044d3a4549a5fc025a3339,3072,3072
5789e4266faeb45b6a483cff6b83c5d1,2874,2493
be860ebccc28f0e9b0bc70ceb8951a59,2500,2048
c704a7ca3d714b7b73f63f0099bd2401,2430,1994
1ee956f957e7b9ec0787e07fe2b76135,3072,3072
2178bc059f01bccb57d83d4ea2657844,3408,3320
caee7cfd554a73a1371eb1707fba496e,2150,1862
fd8bd7efba38113c2848079bab15f193,2430,1994
c5b91a5da65cbe88cd0e7c27b49cebde,2356,2162
42964050d44b271491f579883fb321e0,2130,3000
7339f20488fdc162a8b06c2d8c887277,3072,3072
cf51bd106d3022978750e35b4ff0e075,2836,2264
b53ca484c9b4fed241c124999273476d,2430,1994
347f7cb52d4e1b42fd193f044c8c7b06,2957,2642
639e8235c7931fa2efb4f74bca333e00,3072,3072
15231685e2711bfe8eaef46418877d94,2728,2296
2ba42e5c46ed0e2087a3e9d3447ad4ea,2430,1994
8580fcdc52d9484496469f85973767f9,3072,3072
6a245106cf0448251656a6a0bd6aebd5,2880,2304
1a36a4fb918591ad214a593f6fe52db3,2706,2562
69e956035a447c4d4f4d28e13ed92dc4,3072,3072
8d0e4996d9d4eb04ffe8e7d1401e3528,3028,2517
b28fd25f7568686dcc5efc3c34fded3f,3072,3072
5d240a1c22c7fac743fe5fb1683b8656,2930,2504
570181ee90c0c7b4b10d55b0eef129ef,3110,2656
88d9194c48b5943eb9349491a3c31830,3000,3000
da648f4e3bf110e8c31b0fd1859c19c2,3072,2540
38791e51fbea01ae3935f311e8878f1c,3072,2540
2123faaa64f9f9d7361efc6e63acf835,2430,1994
8d06149da6d50089dbc4ef7e722fe8f1,2795,2538
ca72b54e1dc0ba04d64631ccd30acb9d,2615,2453
414ae85a6ec97db19ed913bde0062b11,3072,2806
2860567dbd5d3f2597072e0b0e45ccd6,2880,2304
af274ab115b34a7c0eca41ed997fd214,2880,2304
d25885006314439d3d359c94d1ea63e9,2500,2048
2aa6a8709e1af91e4c18002fc76c128a,2430,1994
f1c12bf67aa441184e6576aa5ea03322,3079,2871
6e4971222f2e01b1d78b0a2e2038c769,2930,2504
667ed9795dddfb207a984b3c47cfbd4c,2430,1994
e345cc1bc62b3ad7f37e7fbb540311f0,2785,2444
1302aab3d9d19f6bcb9db728e3ce6306,2880,2304
5e7edf8a5f636b67a2a854b284360cfa,3072,2540
2e7877d32d52c2b3b974383eab1bafb0,2430,1994
22c1a3b7b22b021c0e89da864e18e97c,2430,1994
da6f1a174526b57d8e0a8b092432f99b,3000,3000
ea5c6bccc392343d3508aae5bb6f536e,2225,2022
941d1ee7d318fa608672de17ec01c021,2430,1994
d97a50b79123ba7bca96e8105bfb6ef8,2836,2336
fbfa7706ae60ef2f3f18211269a8d2ac,2050,2277
f62c4b2e9c78abcf338d9226c55b7e1e,2880,2304
75b728059770290680e61b97fba0ec88,3072,3072
1adbf78bb498ae9a0d2f774103d63e3f,2430,1994
b8d0602c3d243b1f833bc0e5885a0b0c,2440,1992
5de91fab780d937e6cba46c4e807bb12,2687,2725
7c22cee85ef4ace76782964772819043,2880,2304
ecab6e4508ae3d260d77c125c1636e75,3179,2583
e9af0316eb1e082f0b2fac36ecf9a6c6,2500,2048
517b7cfdc1abbe0d6128187846c8f2e7,2500,2048
427cee14f796b7a14074226155892f7c,2579,2142
a9ab4843564feecfc052a300af02cf71,1976,1896
81703345656b74f04c38727c7b817735,3028,2517
9973d197e2fc015ddd99e9dba9d95793,2500,2048
762f339322e42d419878a7b9c887553c,2880,2304
6ab5c431b22ff5d86b7fda584d8251e0,3000,2949
87686c267f1534a0b3107cbf62b15222,2880,2304
4117133a86ed741c387d404a8ffe5581,2880,2304
ae8fa73b5ff9500019ce5d9be87f2d6e,3107,2670
e9c11645172d96785fb2dbc578bc6898,2430,1994
acf300f2bafea4a7050e1189c1419c7e,2272,1952
4d99ae31fa9f6c2fbc2df1d76e61c5e9,2430,1994
d928d4b3bdb18a2d7ffeeada9a4967ae,2836,2336
99f45d9953ae4d119bdac3987dffb676,3108,2496
3122e82023dd28ef2ab4595f948e0e17,3072,3072
1e8ef974ee9035e9eb04b4ee395e83ce,2774,2182
20374abc6a6d82a106212cddd740a99c,3203,2503
255b95fa65f714af5d0c133d2dca02a1,2992,2980
9bf1a81e6aebf87a3aa8eeb569dc9457,2836,2336
53f8a8327590a490890d3d2acfb08dea,2880,2304
c7ea6667211c1999c15af0e228a6e040,2827,2974
8709819be5b46c9e0fd3405be96d3740,2880,2304
2f15bfa8cb07d5d0caff34b728a20bca,2836,2336
9b1c14c9bff83ce64a44ef45f42cfcd5,2430,1994
5ae08cb261f95dbd6d2643e6f6a342f4,2430,1994
7289174aedeafd8204a5a63804507450,2500,2048
a37098009971b583db493605d7b91215,3072,3072
d5e5f81a3274cd07502c1aa063a7e78c,3000,3000
d7b5ffb03cf95f5d36a5e2ac067169b1,1942,1656
efb4c40bcdca8c2e5100a9febf5fbd4b,2444,2273
04d8c516c82ccf6d54c4f4ade2cd9417,3141,2795
bc4e63f16cfe447864a13439dc3a74db,2982,2590
8247693176745ce4b49fb7079af038b1,3170,2642
138502b56b9623e8e76276ba67d7e98c,2430,1994
0e6da52d629393b3bcf24d8e99c1ea3f,3072,2540
3db74e12f7a319c5dfe45cd06487b590,2500,2048
1abc135df0aababb6583f4ffa5486d8a,2430,1994
50493f86bb23f2aa97989846eba9600d,2430,1994
fe0508ebf030f070d25212c056305e20,2430,1994
ba0b36bae1be7c5d86634e1743bb5b6d,3079,2888
3e977f48ab070b3cf0f6e7dc50c207d9,2655,2478
2121782e288bb5fccf342938ce4faee2,2880,2304
f38e6047550ecab948fe98c912f3e508,2836,2336
2f68f0ed30de01f65fd0b70c036ceba7,3072,3072
3fb98489767c4c15f0fa37d7875a7e83,3145,2753
9273bd554f5d9340a11722070a53c65b,3028,2517
7591316e0d214e15a922d5ef2644db09,2500,2048
14600a97b1c302343b1b5850ed53ae13,2880,2304
ff23ccee56502576223bd8b8c70b6027,2430,1994
b8c2817b6550ea85ec7872b491fed71e,3127,2847
ccd70de6ae7c5e8e3d4db38cbdbbfc21,3020,2562
e529c5465cafd94ee9a3b38f7267523a,2880,2304
cf032b9405406c4b2a8a516e08531333,2485,2019
a0af09ebd6ae1c8b35ae81f0a4547080,2340,2305
44598449f5abd04f01464829dcfecf15,2500,2048
0cb91b8fe14a6d51725371b1956750a0,3247,2674
fdd529400be877bedaf4f2df9176cedf,2880,2304
8da36a523c6b7ccc9f3589a4d129c96d,3170,2642
06ba60d8ce256b3edecbb31323e37576,3138,2725
0ca78778307cacb62fc7d0d5f8ff579d,3072,2540
1f121cde3f77c6093fde0bdf32ae1ff3,3072,2540
459613fae80e092b4619ccd7fc6549dd,3072,3072
6db32897e4b479fcf553e489b4cd255f,2430,1994
7421e7eb1283b2f3bd0d17b3dd744a13,2500,2048
0d2e947bb475050c9039828b754ff6fa,2430,1994
d1dfd6ac02ac34ebaf9788ec9b2de1f3,2511,2310
8a482be3ab941b8b011bd9badcb6c094,2500,2048
b9991967272f17a8f3b77f3f46b08e59,2430,1994
838ef4aafc8f2392dabdfbee3a6721e0,2542,2863
33e26b941b7c24646f7428ccc0083b78,2930,2504
2a9921aee5b17b69b8dbbe94951ffa37,3072,3072
a7bba955cdf410ec6da045191a8c056c,2321,2536
d81f22275882ba993b3b681a0c99c610,2430,1994
fb9212a34ae58d0a54a4880a80da1174,2880,2304
3bd262a356f149e12cab2c957d79fbde,2800,2516
b502b41aafb37e54ddb1ffa035c190a2,2523,2282
c85587ddf15dbf7ab134208647cb9856,3205,2666
a6c730c40225de86de9f09d502ee5932,2430,1994
ae127045cca13da6dbfee11df1f08c7e,3072,3072
08c182c884fec1fad1b1e4a19d482acf,2873,2754
5550a493b1c4554da469a072fdfab974,3072,3072
fb0a08fed1eb60e3936196db96369a6f,3072,2540
1ebd89362f08102898bed0392867a75c,3408,3320
c4c2b57389bb4eac8ce685dfe8f5b965,2880,2304
161166af30d6753f31cffc4d28a6f31d,2360,2112
22abdc214b76004a0bad8faf56da9cee,2664,2456
41a3987fef185ed06ea962df3493f57a,2480,2064
0e5734a5483002be04b734d7c88058be,2500,2048
751e019470f5c586e752d7c63585ce7a,2836,2336
0acfd24d0d78cb27f1a97c5d89e43050,2430,1994
6cacb05336c1725300d12e762cca0fc8,2947,2582
335c54cca869510a063780bc0fba7ede,2789,2694
3e7261e033146c6a7ae60566a7a12fed,2591,2671
d5a12f4363fc2a15bbc8214e39e2253b,2791,2483
db57f6b752f8f5485e04d8fe8877ab90,2304,2120
5c0cb6ff30faddcdcee5ecc98568544a,2430,1994
f53e577cf1a0951d0ec569f7f297dcec,3072,3072
81d537713a7c5d23c29accaf7133dbd4,2430,1994
eb9e22a9dbb15c3a9b957945351e651d,2880,2304
9df823bdb8130ffcea2bee7544a0db94,2266,2218
1aae727ec5c427a7af7b9d3f9dbfb09c,2531,2600
09f9a62fceffacc4d062a7fe24a626b8,3408,3046
6917489611bdfdf75a56fa22a8c7fbe3,2808,2486
7a5d92db0778a2ab3e887fe962f298f1,2430,1994
6ba7995f98e1c9c494868133536edf13,2880,2304
89297f7803c6d2d9620f3dfe14a2a358,3028,2517
b08e7e6fddc01f31892e0b6ab73fd847,2638,2237
ab7725192fb778c7d44bf9146e8f3d9a,3072,3072
7ffafd2382a0c549bc1f32b9041bcbc1,2430,1994
c66c9aeefecee0e4c8e9cac52d22b074,2836,2336
70c92d1b2c5fb544f7e43cfa291cb847,2880,2304
06a99b2b11aa921a40c073a64c6ad395,2430,1994
8bf0a2699ff076aab743395d6ebca44d,2776,2336
1bb134a3fb426b7a805ad086164ed865,3072,2540
de1d3dba205bbad553d446ae091da3ba,2609,2305
7c8b631ae1c03caf624db9890ea304f6,2430,1994
9a47806b91f9968263697e625cc75b20,2500,2048
913401d3aa63fb05e9731e4f0230e144,2430,1994
b02aa399024e698571698c013cf8a0ee,3072,3072
c6a67dc0d36b5e231b4a1789d00be3d9,2328,1928
5045cda9aba2d22df0b9a26dfafa73ef,2430,1994
73032fc093c0339da389399e3312c1b8,3408,2711
237ce92f123e9d628f2e466906201256,3072,3072
fc24ad13f52fb8b4135f5a18a982a1cf,2880,2304
6cd6250e56403799f76678165bcf91d8,2930,2504
5b7ba0034089bea970f18e936007bf1c,3072,3072
369f57f4b8b15f18a670985874ada820,2500,2048
9d20c18925309216482297352ed6b586,2836,2336
032993869b3b33cdc46ec374855c19a0,2430,1994
a68476feb7a334145e35f047610cfa80,2430,1994
33e5b39e10a9320f227e10abf1c74ab1,2430,1994
ae36d480c2a2fc78c9ff95f4266bd059,2880,2304
baf56818e451ed175e7cbd7d94e01bb0,2430,1994
108216287b3eabf0f407e6fd8f5e4e4d,2836,2336
b1d599b4bf50932fb66d8a9aaf41ba3e,2500,2048
11b2e6db4cc87c726b30263b6afcd18d,3028,2517
60cc046cf313c5943d45adce6c79a236,3072,3072
e81c764da47fe50a69d9eee322441a8b,2430,1994
de33edae2922a9f1da8b2feb40bf912e,2836,2336
0be975f6809d71a7011deca1f94ce752,2807,2107
d73add6550804e3da302f96e50e463af,2430,1994
5fd698415fe157a7bc7fa75a52ecabc6,2880,2304
3a0d195ad217ba81a6d83c2193c03a39,2209,2353
d94b4e689299d6eb3cc8f5ac772d759b,2492,2525
6469afe75d368dcf8a18ebb7a6a5b7d4,2500,2048
9e394247ba5019ad6430530f0133bb68,3222,2783
5cf657759ffe1c8ad29c2b6938197dfc,2500,2048
7c5b494a527957a9546a926623fd18a4,2949,2444
4bdcb9d68d74395b2cc8ec84ff1ac601,3408,2524
7ffe83778375bb8229b12c2ad4570c0e,2500,2048
4f5c366af19af7febed4078fd274636d,3000,3000
7c4692deaeb57649759e40d2a11ed27e,2753,2618
56d3f4cc0cff589dc336df9fcc2dea73,2500,2048
fb65f00dc9ea6fe17670ad9564e41db5,2500,2048
a4787a54239a90d47cc2cd41ccc3def4,2430,1994
856fdb26d60bd61106f567834544a5a0,2836,2336
8cd5124a10bd961bdfe94efb8bfe46a1,3408,3320
9b85b7ef757927db44393d03083a757c,2430,1994
e2ddc073ae97138d841b53076baf0b33,3056,2516
80566ec123fa2c9bbb6483c7d9ed9643,3000,3000
70dc4cdf5377a5daa9628a456390ed93,2950,2694
f5e6b0ff23298eff87b65789ee32959e,3137,3320
17b6cfad0ea2ecd3b9511743a608bcb7,2880,2304
125106a09cf148efd0c519c633d98434,3072,3072
468619c5fd88f253c9ab79e4ec71cc90,3000,3000
6c87b5725cee2ad4a212f6af9c6e57ab,2836,2336
2b24fc9d451749e2edfc5ff60be60192,2880,2304
20b70e16705cf1e99116b00a056d439e,2836,2336
1d7f85337975dded50e1414cef194deb,2376,2048
d260497f6120426c51399f5f846c16b6,2880,2304
a655a71a3cddecea703e954e8e23cccc,3072,2600
81492bf07f022ecc16aa7b553948d4bb,3408,2845
9340b8c8362e2734af5bf9edecf6efac,2500,2208
51422a086cffde581d437b25a71f2b20,2880,2304
dd3f313dcf91128fce20f302aa22c79d,3072,2540
5fb44599ac9e8866dc107e366467cafc,3116,2796
cce1682c4fbfc0f04fb84136651a3813,3096,2484
0f74b308c0c28cbf2bd49ff4a8a68dbd,3072,3072
c608b156c5ec127695f49d53c60d8606,3170,2642
3d538819cef059b1797685d349c18661,2836,2336
8b06e353ea42754432d11673a4067336,2880,2304
6ae63abe8b57069faacc9d0a7beb8e1d,2764,2112
55c72813e6377006064deb619bef8cfa,3204,3013
26a01386eb1f1402efe6056e2f41de62,3289,2794
bbac60d6c7695f5eeccb56cb56336f6d,2880,2304
401816c18ea9ddb53b127b60be9881ca,2836,2336
e3d7652996e4df2db412c9a5f5635911,2836,2336
76a8a1a491e23dc44e0c33654f10c632,2500,2048
8a2b708c8e7018591f673d99feb9b788,2430,1994
37a92825a91afad20459a69b0f61967a,2441,2385
f8a8335e901e40ce51b618de60438370,2634,2464
b5eb86bdfcbce8d8536e608124d0f9ed,2880,2304
7c76f17be369b75874a62917c8daa626,2500,2048
d379e5ec80f59c40f0872ab10679efab,3028,2517
69368863f4d108c7945024eccb3f6e78,2836,2336
b9aae472a89c265e828445f35fa26a08,2531,2313
3b2300e701a71ce168b0bdb5d6d069d2,3170,2642
6ce5bd11a68f6646835418b9df612ff1,2430,1994
92ea5983fa054b5ca1f6bf98971f61af,2430,1994
2708994ae463b9ffb17717edf9895be0,2288,2040
a2226fa7353bdb7821597e3515eeba64,3289,2871
4a01b1f6c3863833bf9de0aac14ca27b,2902,2507
a5ef63166c0cc0acf772a7f06ef54fac,2992,2868
f869fb277e73249d1ab4a0f550820ee9,3072,3072
58f8ad665a4f9a26602e2a361b74c4b3,2836,2336
3fcd92fe8e56a1867bb6c72d87a3025d,2880,2304
eb218ee44756b456049a76851f90fea0,2430,1994
31e84e485efdbb4047c66f17e5b52e8f,2571,2128
bb653fdda34794b92c513fb0e078f21a,3408,2535
2d2d0ff82a88f0fcd89f30d7a4765e31,2838,2337
8d50372688dee34992b6b39fd237cf25,3408,2856
bad42a62c993ad12cc37da8f9a33e490,3072,3072
0ec928d72a4d206fe1b87ab683171004,2500,2048
bb2a98f5ad31e0ddd17b5b4217bec2af,2999,2798
d55bf1212f45e38da405d8bde20f6a7d,2880,2304
6fa0ca0396d8c8dba1dc037d2d882947,2880,2304
db2ea6c8d53fffcdaf59f3910fe0eca6,2430,1994
1259ee6feb64a552e3521ddcb395888c,3072,2540
548bf08ac3fb4268aec314b42911af13,2880,2304
a64b5f68552ca1639d8662089d95fed8,3072,3072
324a01a3f610efcbc7d26922e4cedee1,2752,2416
bf59a73e51a04d9e381630527339ad43,3048,2864
0777120fdd60f6a3cf8eaf3b8cf3585a,2716,2415
1688c69504b9fd2179225d4b03e677c0,2500,2048
c1ef70e18d73c3fe0b0d741b1b0b59fb,2320,2136
6747991aa8970e35ec44fe90b309d627,3072,2540
63a853b45510dfc485c9dbc998539cd1,2192,2016
81b84cb547ada6c0a05c8c6dea989b31,2393,2464
2ce292377fa815713f392a7c3ae55d27,3408,2521
c63cd4290e16ed91c8ab7ee6f986afd4,3006,2340
8e46056120052d18f5823d291d1ce7c8,2500,2048
cefc63f9ff49d9da82c49144f05a13cd,3072,3072
ad0fa9668da66d13e4d8cdbd7d9b215c,2880,2304
ddb599239817420d3cc38fd0eb881c8a,1968,2144
24d1fa9978d295c3f3eaf263384b598f,2880,2304
b89401f08f8552689fc8320608ce6878,2430,1994
25f2c7b53a6ed09a9aaf73c30357aaf6,2168,2188
26675a820164ae13cdaed176598fff22,3028,2517
704bbe841839afea2ab6b8415db0a5cc,2430,1994
d591c236932c877da7c0c13088624ac8,3028,2517
9fe9c4d06f45815bd3cb8c44dcc11de6,3072,3072
93412e625969f373cc62e6fd703d49db,2836,2336
be74d15aa017993953e2ef4e94631ac3,2989,2673
53ccff63f08af78b59278f65fa89ab77,2880,2304
330b5fdcccfa46464793351c72ae150e,2430,1994
6fb9945498b3eee49e1eee600e78e9a4,2704,2273
81a095d04f870581fd87cafb1116fa83,2500,2048
cb3feb272cd646bb7a4c612f3336a221,2430,1994
5bbee8da980e978d65bfa78521a940a6,3000,3000
e9954e6e3b2d0c5bf990a519c0ba5abe,2880,2304
073fb0068960013841ae6c7d28d9c803,2430,1994
2728492d9333328da0ccd73d76d6c00d,3072,2540
6fbeb3ec1ec16b267f98fc12cbab9b6f,2810,2282
e65bbf5a1c77241e062b010ba006b3fd,2430,1994
bcde4f84e1b7a2313aa8965c2a14f67f,2430,1994
e5bb131acdbdaa4d269b0e7b9160998b,3028,2517
7335e164b8c5ac93e9eadde917ba147a,2430,1994
a1134e92282815efb505a93105083393,3032,2520
fbd4d82ec1018ef94b0b4baf2589a6a2,2528,2291
882c80c6d41d645eeae1a46f5d5fa364,2430,1994
bd7dc30492e43b361521ffe3478050fb,3000,3000
3b54e846cede03b8d6ac6c5bc14af082,2885,2791
3416d627eb0cff0117bccf1f47bb1a2a,3079,2739
886c42267bc0f994ef7185daa2ffeaa4,2430,1994
e1c88be08dcb3f9baca7cb67c77fbcf9,3000,3000
603b1ac8a6e947e4cb0992dbed44f0d9,3072,2540
d7e82ea3f363d37ebf3a4c06fd926efc,2430,1994
6b86fa23bbe9974e31308a8e4543b1b6,2766,2544
68b817bf3890866ba918e6e8af133807,2860,2521
1adfe6d01589ad3a646a459bb360d5c4,2880,2304
ef51bc9b55922a67a50c5ff303351963,3000,3000
5cbf1220606242111b9d4c6754c71777,2607,2452
0fdba5b4298773f488709251e49b26a2,3000,2992
1dca2f734825798b81f034da81d257f4,2865,2834
f6af2a5e063c579c60c35a75d2f1eaf2,3072,3072
d2745cc114e770daf895ee9591fda07e,2836,2336
30b2830c567550e16cb0813c6a29337c,2930,2504
5d7adc2ed5d0ebaa424056b73b579127,2500,2048
48423141e6b9cde980a76a3ddb0b99c6,3170,2642
91c6fc1df5829cdaff5705203a351e1e,3072,2540
fbf60b1cc54f09f8673325b33ab09e3c,2620,2417
